1.03	^bk#mrk^ck#intro	3	懸論	Mahā ratnakūṭa sūtra
79.13	kp%	6	迦葉！譬如日之初出，一時放光，普為一切眾生照明。菩薩亦爾，放智慧光，一
80.07	kp%	7	己三　師、象
81.04	kp%	9	迦葉！譬如善調象王，能辦大事，身不疲極。菩薩亦爾，善調心故，能為眾生作
81.10	kp%	6	己四　蓮華、樹根、流水
82.05	kp%	7	迦葉！譬如有人伐樹，根在還生。菩薩亦爾，方便力故，雖斷結使，有善根愛，
83.06	kp%	14	迦葉！譬如諸方流水，入大海已，皆為一味。菩薩亦爾，以種種門集諸善根，迴
84.01	kp%	8	己五　山王、國王
85.02	kp%	13	迦葉！譬如有大國王，以臣力故能辦國事。菩薩智慧亦復如是，方便力故，皆能
85.10	kp%	8	己六　陰雲
86.07	kp%	9	己七　輪王、摩尼珠
87.02	kp%	7	「時」，也有七寶——「三十七品現於世間」。三十七品，即三十七道品，為
87.09	kp%	4	「隨所出處」，化導眾生，就有「無量百千聲聞、辟支佛寶」。辟支佛，即緣
87.13	kp%	4	己八　同等園
88.09	kp%	8	己九　咒藥、糞穢
89.05	kp%	8	迦葉！譬如諸大城中所棄糞穢，若置甘蔗蒲桃田中，則有利益。菩薩結使亦復如
90.04	kp%	12	丙二　習甚深中觀
93.10	kp%	41	己二　別示
95.07	kp%	21	「不觀我、人、眾生、壽命」，並非閉起心眼，麻木自己，不去觀他就算了。
96.12	kp%	18	庚二　法空觀
100.02	kp%	38	復次，迦葉！真實觀者，觀地種非常亦非無常；觀水火風種非常亦非無常，是名
101.05	kp%	16	癸二　顯中道
102.11	kp%	18	壬二　觀非我非無我
103.10	kp%	11	壬三　觀心非實非非實
105.03	kp%	18	壬四　例觀諸門
106.07	kp%	16	壬五　觀非有非無
107.08	kp%	13	辛二　緣起觀
110.08	kp%	37	壬二　顯中道
112.09	kp%	26	「是名中道諸法實觀」。
112.10	kp%	1	戊二　抉擇深義
116.02	kp%	41	庚二　人空
119.06	kp%	42	己二　遣除情計
121.11	kp%	29	「起空見，則不可除」了。已經著空，當然不能再以空來化導解除。也不能以
122.05	kp%	7	迦葉！譬如醫師授藥令病擾動，是藥在內而不出者，於意云何？如是病人寧得
123.03	kp%	11	庚二　怖依他性空
125.11	kp%	33	庚三　著遍計執有
127.02	kp%	16	己三　善巧智斷
129.02	kp%	23	辛二　智起觀息
131.01	kp%	24	庚二　斷
133.01	kp%	24	「自」然「無闇」。「明闇俱空」，如幻如化的。沒有自性的破闇作用，所以
133.07	kp%	6	辛二　滅結業
135.02	kp%	20	丁二　讚菩薩殊勝
137.04	kp%	25	己二　不離生死
138.07	kp%	15	戊二　福智廣大勝
139.07	kp%	11	己二　智慧大
140.07	kp%	12	戊三　種姓尊貴勝
142.02	kp%	19	「懷妊生子」。母親「雖出下」賤的種「姓」，而生下的孩子，卻「得名王子
142.13	kp%	11	己二　紹隆佛種
143.09	kp%	8	「有千子」具足。但如還「未有一人有」轉輪「聖王」相時，「聖王於」這麼
145.13	kp%	30	戊四　初心希有勝
146.12	kp%	10	己二　人天禮敬
147.08	kp%	8	戊五　普利眾生勝
147.13	kp%	4	「中，生諸藥草」。這一地區，古代是不屬於任何國家，也不屬於任何人的，
148.05	kp%	5	「無所分別」，一視同仁，而能「普為」一切「眾生」，作「平等救護」，解
148.07	kp%	2	戊六　出生如來勝
149.03	kp%	8	「過於」對「如來」的尊敬。為什麼呢？因為如來如滿月，初發心菩薩如新月
149.08	kp%	5	戊七　眾生福田勝
150.03	kp%	7	戊八　聲聞依止勝
150.11	kp%	7	「迦葉！譬如諸天」，或者是「人，一切世間善」於「治」珠的治珠師，假使
151.07	kp%	9	「出百千無量」數的各種「珍寶」。拿這來比喻，那就「是教化」發菩提心，
151.13	kp%	6	丙三　作教化事業
153.13	kp%	23	戊二　別說
155.10	kp%	21	「愚癡」病。這裡的愚癡，不是別的，而是不明善惡，不明業果，不明流轉生
158.13	kp%	42	己二　七菩提行
162.10	kp%	48	「能令生」起。這如潛在的財富，生得的智力，要努力使他充分發揮出來一樣
167.03	kp%	57	戊三　結說
168.03	kp%	12	丁二　出世智藥治
170.02	kp%	22	戊二　隨義正說
172.11	kp%	33	己二　觀心無性以顯性
175.09	kp%	34	「無知」，也不是雜染有漏識所能知的。(五)、「無住」，不是心依根住而有所
177.08	kp%	25	辛二　約世俗呵心妄有
179.01	kp%	18	「生滅不住」。所以纔覺得此心，早就不是此心了。三、「心如燈焰」，從「
179.11	kp%	10	「貪」愛「六欲」——微妙的色欲、聲欲、香欲、味欲、觸欲、法欲，也是貪
180.06	kp%	8	「心常」如「獨行」而「無二無伴」的人；這以旅程中的獨行者為喻。心在生
180.10	kp%	4	「心如怨家」，怨家是時常想害你，使你受苦。心的認識不全，煩惱相應，所
182.08	kp%	24	「不淨中臥」，你要拉猪到清淨所在，猪是死命都不肯走的。二十三、「心常
183.05	kp%	10	庚二　無性即性
186.07	kp%	39	辛二　聖性相
188.01	kp%	18	「無心、無心數法」。心數，即心所的舊譯。心是六識，心數是受想行等。無
188.06	kp%	5	「即是」離繫的「聖性」。上文揭示無為為聖者的根本，展轉論證，到這才歸
188.13	kp%	7	壬二　顯淨德
191.05	kp%	30	「為第一」。十二、「是性清淨」，「離一切」妄取「相」，性自空寂，所以
192.03	kp%	11	乙二　兼說聲聞道
193.12	kp%	16	如是，大迦葉！當來比丘如犬逐塊。云何比丘如犬逐塊？譬如有人以塊擲犬，犬即
196.06	kp%	33	「俗戒」，僅是世俗的事相戒。以這種持戒功德，「死得生天」。欲界天上，
197.05	kp%	12	又大迦葉！云何比丘不如犬逐塊？若有比丘，為人所罵而不報罵，打、害、瞋、
198.03	kp%	11	「求」降「伏其心」，不隨瞋恚等轉不可。降伏其心的方法是，內心「作如是
199.02	kp%	12	庚二　增上心學
199.07	kp%	4	「隨」那「馬」是怎樣的「𢤱悷」不調，如性情暴惡，不受駕御，亂跳亂奔等
200.06	kp%	12	庚三　增上慧學
202.05	kp%	24	己二　應離八失
206.03	kp%	49	「二」種呢？「一」、「敗逆正法」：這是與佛法相違逆，等於反叛了佛教。
209.02	kp%	38	戊二　沙門善學不善學
209.12	kp%	8	己二　別釋
211.04	kp%	16	庚二　威儀欺誑沙門
212.05	kp%	13	「遠離」一切大「眾會」集。不但不參與白衣的集會，也遠離「出家憒鬧」的
213.09	kp%	17	庚三　名聞沙門
214.07	kp%	10	「在」「閑靜」的所在，目的也是「欲令人知」道他「為阿練若」比丘，是一
214.13	kp%	6	庚四　實行沙門
220.03	kp%	67	己三　結勸
221.09	kp%	17	庚二　勿恃多聞
222.12	kp%	15	「煩惱」所熏迫，不得法水的滋潤而「渴死」。由於煩惱熾然，多聞毫無用處
223.10	kp%	11	「墮」在屎尿等「不淨中」，也就「不可」再作莊嚴品，而帶「著」在冠上了
224.07	kp%	10	「被服法衣，受他供養」，才是身心清淨，表裡一致，為人天的福田，值得尊
224.11	kp%	4	戊三　持戒善淨不善淨
228.06	kp%	45	己二　善淨持戒
230.02	kp%	20	「無」所謂「非滅」了。由於正覺法性，「無取無捨」，所以「無」某些法而
231.12	kp%	22	庚二　偈頌
235.07	kp%	46	「不以」持戒「為」最「上」的。不以自己的持戒為了不起，不以受持的戒行
236.01	kp%	7	「修習於智慧」。這不是世俗的事相的智慧，是勝義觀慧，以觀一切法畢竟「
236.13	kp%	12	丁二　當機蒙益
237.09	kp%	8	「遠塵離垢」。斷除見所斷的煩惱（簡稱三結），名遠塵。不起感生死報果的
238.04	kp%	8	丙二　巧說
238.13	kp%	7	丁二　退席因緣
239.11	kp%	9	「不能信解」契「入深法」，就「從坐起」而「去」。這是大迦葉說他們退席
239.13	kp%	2	戊二　如來說
241.07	kp%	18	己二　夙因
243.12	kp%	30	丁三　如來巧化
244.10	kp%	9	戊二　如來方便調伏
245.05	kp%	6	己二　起同分勝解
246.08	kp%	14	庚二　真實勸離
248.09	kp%	26	「命而可滅」的。既無我可滅，那為什麼稱為滅呢？一分聲聞弟子，堅執的這
250.05	kp%	22	「即於諸法無染無離」。沒有三不善可得，有什麼可染著呢？又有什麼可離呢
251.03	kp%	11	「是法」，一切「皆空」，皆「遠離」，了無礙著。這樣的即空即離，也「不
252.13	kp%	23	丁四　受教得脫
253.10	kp%	9	丙三　密說
255.05	kp%	19	「師」長？比丘們「答」道：說起「我」們的「師」長，那是「先來不生」，
257.04	kp%	25	又問：「何行心得解脫」？答言：「不斷無明，不生明故」。又問：「汝等為誰
258.05	kp%	14	「又問」：究竟解脫的聲聞，是依師的（如中國禪者，即使悟入了，也要求師
259.12	kp%	20	「非不行」，這「是我」們所修的「梵行」。如有行可修，行於三界，那是生
260.07	kp%	5	又問：「汝等奉如來耶」？答言：「不以身心故」。又問：「汝等住福田耶」？
261.07	kp%	13	「答」：是的，為眾生作福田，是因為心「無有住」；如有所住著，就不是福
262.13	kp%	19	丁二　時眾開解
263.09	kp%	8	甲三　流通分
265.04	kp%	18	丙二　如來答
266.02	kp%	6	丁二　大精進學
268.02	kp%	25	丁三　為眾生學
270.03	kp%	26	「為」成就法船的「因緣」。因緣不具足，造船不能成就。佛法依眾生而起，
275.07	kp%	65	丁四　速疾道學
279.13	kp%	57	乙二　時眾奉行	
