102.13	81	13	子三　忍波羅密波羅蜜
103.07	82	6	「恐怖」，是以迫害的手段恫嚇。菩薩遇到這樣的眾生，應「以無」瞋「恚心
104.04	83	10	子四　精進波羅密波羅蜜
104.13	84	8	「是名毘梨耶波羅密<corr resp="厚觀法師 謝淑歆">蜜」，毘梨耶即精進的梵語。
105.01	85	1	子五　禪波羅密波羅蜜
106.03	86	14	子六　般若波羅密波羅蜜
107.10	87	19	癸三　結說
108.03	88	5	己二　人大
108.08	89	3	庚二　許說
108.10	90	1	庚三　正說
109.11	91	12	辛二　別說
110.06	92	5	「財」，指一切身外的財產什物。菩薩為了攝受正法，不惜犧牲一切身命財。
111.03	93	10	癸二　明常德
112.09	94	18	捨命者，生死後際等，畢竟離死，得無邊常住不可思議功德，通達一切甚深佛法
113.03	95	7	「通達一切甚深佛法」。眾生的命，因無明起業感果而延續。佛得一切種智，
114.06	96	14	癸三　讚行人
114.13	97	6	壬二　化他諍訟以護持正法
117.10	98	34	癸二　讚歎行人
118.01	99	3	庚四　證說
118.12	100	9	辛二　如來讚成
119.04	101	3	壬二　讚歎
119.10	102	5	「少攝受正法」，即能「令魔」王生大「苦惱」。魔，是惡者，是能障礙我們
120.04	103	7	又如牛王，形色無比，勝一切牛。如是大乘少攝受正法，勝於一切二乘善根，以
120.12	104	8	又如須彌山王，端嚴殊特，勝於眾山。如是大乘捨身命財，以攝取心攝受正法，
122.08	105	22	壬三　勸學
123.06	106	10	「如是大利，如是大福，如是大果」。大利，即利益，大福，即福報，大果，
123.11	107	5	乙二　如來究竟果德
124.10	fig124	11	<graphic url="y03.0124.svg"/>
125.01	109	4	丁一　命說
125.09	110	7	丁二　受說
125.12	111	2	丁三　正說
126.07	112	6	庚一　總會諸善
127.05	113	9	辛二　喻說
128.02	114	9	世尊！又如一切種子，皆依於地而得生長，如是一切聲聞緣覺世間出世間善法，
128.08	115	6	辛三　結說
129.08	116	12	庚二　別會六處
131.08	117	24	辛二　別釋
133.08	118	25	「阿羅漢」們，「無」有「別」異的「出家」與「受具足」。阿羅漢，譯為應
134.01	119	6	己二　如來究竟會三乘
136.10	120	33	庚二　依章廣說
137.09	121	8	「我生已盡，梵行已立，所作已辦，不受後有」；經律中也常以此讚歎阿羅漢
139.04	122	21	癸二　約權實以明義
141.07	123	28	癸三　辨深淺以結成
142.05	124	10	壬二　廣明
143.11	125	17	癸二　別釋權實義
148.06	126	57	丑二　成立四智
148.11	127	4	「二種死中」，約「分段死」，「說阿羅漢辟支佛智我生已盡」，並不是約變
149.10	128	12	子二　約無明住地論今教
150.07	129	8	丑二　釋
157.08	130	89	卯二　無明力大
159.01	131	17	辰二　喻說
161.03	132	27	辰三　結說
163.06	133	28	卯三　無明業異
166.06	134	38	寅二　約三人辨不斷之失
167.04	135	9	卯二　三聖智斷有餘
168.04	136	11	辰二　別說
169.03	137	10	巳二　約四事明有餘
169.11	138	7	辰三　結說
170.05	139	4	卯三　如來乃為究竟
170.13	140	5	「苦」，「斷」四住及無明住的「一切」煩惱——「集」；「證」三界內外的
172.03	141	15	巳二　約三事明
174.03	142	25	辰二　明無餘斷惑
175.04	143	11	「得，應」該「證」的也就「不」能「證」。應得不得的是無量道；應證不證
175.09	144	5	午二　別說
179.06	145	48	巳二　能斷之功德
180.04	146	9	「隨」而失「壞」了。「如是」下，合法。「過恆<corr resp="厚觀法師 謝淑歆">恒沙等如來菩提智所應斷」的
180.09	147	5	午二　一切悉證
182.13	148	29	壬三　結成
183.10	149	7	子二　釋
185.04	150	18	「法自在」。佛於因地廣大修行，故果得成就無邊智慧。如此，即達到究竟，
186.04	151	12	丑二　二乘不受後有智
187.06	152	14	癸二　入一乘究竟
190.08	153	39	「聲聞緣覺乘，皆入大乘」。如攝受正法章所說，二乘法從大乘法所出生；二
191.01	154	6	子二　普攝眾德
192.04	155	15	子三　顯示究竟
193.08	156	16	辛二　如來為常住歸依
194.10	157	13	世尊！如來無有限齊時住，如來應等正覺後際等住，如來無限齊大悲，亦無限齊
196.02	158	18	「世間」，能盡未來際——「與後際等」的「作無盡」的「歸依」，及「常住
196.06	159	4	癸二　辨法僧是歸依
196.12	160	4	「一乘道」，法為佛所說的修行方法，是道諦。佛說道法的目的，本是但為「
197.06	161	7	「得究竟法身，於」證得究竟法身的果德「上，更無說一乘法事」。如從這邊
198.04	162	11	子二　約勝義會歸
199.02	163	9	丑二　會
200.11	164	18	壬二　會入一乘
201.04	165	5	「所欲」的「方便說」，即是應機的善巧法門。佛法不但要契理，還要契機。
201.13	166	9	戊二　如來境智
203.02	167	11	「善知此四」諦「法義」。但這不過是聲聞緣覺的聖諦智，斷四住煩惱，於四
204.04	168	15	辛二　第一義智
206.06	169	27	庚二　明聖諦
207.07	170	13	「然後為無明㲉藏世間，開現演說」。世間眾生，都在無明㲉藏裡。㲉即卵。
208.01	171	7	己二　廣明
209.08	172	17	「說」那「甚深如來之藏；如來藏」「是如來境界」，這當然「非一切聲聞緣
211.07	173	25	辛二　勸信解
212.12	174	17	庚二　明聖諦義
213.11	175	9	壬二　釋
215.05	176	18	癸二　無作聖諦
216.09	177	16	壬三　結
217.01	178	4	辛二　別說四聖諦
217.11	179	8	壬二　如來究竟
218.09	180	9	癸二　特明滅諦
220.04	181	19	「常住」法，「自性清淨」。一切雜染法，在自性涅槃中，從來就不相關涉。
221.01	182	10	世尊！如是如來法身，不離煩惱藏，名如來藏。
221.09	183	8	子二　理智一如
222.12	184	14	丑二　釋義
224.04	185	17	世尊！此二空智，諸大聲聞能信如來。一切阿羅漢辟支佛空智，於四不顛倒境界
225.07	186	16	辛三　結成一滅諦
227.03	187	20	「是諦、是常、是依，是故滅諦是第一義」諦。
227.10	188	7	壬二　遮倒示正
229.09	189	22	子二　別遮凡夫
232.08	190	36	丑二　遮顛倒
233.10	191	14	子三　別遮二乘
234.05	192	7	癸二　示正見
235.01	193	8	「正見」的。無常等約生死法說，生死法不能執常樂我淨；然如來法身涅槃，
236.06	194	18	戊三　如來依因——一依
237.07	195	11	「淨智」，但對「於彼」如來所證的「滅諦，尚非」他的「境界」。果智尚且
238.05	196	11	「當」來一定能「覺」，一定能「得」。「為彼」三乘初業行者，使他不愚於
238.07	197	2	庚二　據一以遮四
239.02	198	7	己二　明依義
240.09	199	17	辛二　別釋依義
241.08	200	9	「二法」，有起有滅，是虛妄有為；但究論體性，實即「是如來藏」。如眼病
241.12	201	4	癸二　生死依如來藏
244.02	202	28	壬二　為縛脫依
246.11	203	34	辛三　遮倒解
248.09	204	23	庚二　自性清淨為入道因
249.04	205	6	「法界藏」，這是約因說的。界是因義，發心修行，以及成就無漏功德法，都
250.01	206	10	辛二　釋二事
252.05	207	29	「能得染心」呢？「然」而，事實上「有煩惱」，也確「有煩惱」能「染心」
254.09	208	30	丁四　證說
255.01	209	3	戊二　如來述成
256.04	210	15	「二法」，唯有「汝」勝鬘「及成就大法菩薩摩訶薩乃能聽受」。大法就是正
256.08	211	4	丙二　大（一）乘道因
257.03	212	5	「隨信」，即以信心為依而修學，是隨信行者。學佛本有二類根性：(一)是隨信
257.12	213	9	戊二　釋
260.08	214	34	戊三　結
260.12	215	3	丁二　勝鬘說
261.03	216	2	戊二　許說
261.05	217	1	戊三　正說
261.12	218	5	「義」，都得三大利益：(一)、「離自毀傷」，不信佛法，毀謗佛法；或者不知
262.13	219	14	己二　降伏餘惡
263.12	220	5	戊四　證說
264.09	221	9	甲三　流通分
265.13	222	14	「觀無厭足，目不暫捨」。一直到「過」了「眼」的「境」界，見不到佛為止
266.10	223	10	「友稱」大「王，稱歎大乘」法。友稱王聽了，也就信佛，奉行大乘。從此，
267.02	224	5	丙二　如來流通
268.04	225	12	戊二　說經
268.08	226	3	戊三　付囑
270.03	227	19	己二　付囑阿難
270.07	228	3	丁二　列舉經名以付囑
274.07	229	50	戊二　囑流通
275.04	230	8	己二　受囑
275.08	231	3	乙二　大眾奉行
